word,pyleetspeak,minedLeet,BestMatches,correct
priceipod,pr1ce1p0d,['pr1ce1p0d'],prIceIpOd,yes
ccfc,ccfc,[],,
genesse,g3n3sse,['g3n3sse'],gEnEsse,yes
annesley,@nn3sl3y,['@nn3sl3y'],AnnEslEy,yes
imagerunner,1mag3r_nn3r,['1mag3r_nn3r'],ImagErAnnEr,no
polyline,p0lylin3,['p0lylin3'],pOlylinE,yes
hiq,h1q,['h1q'],his,no
alstine,@lst1n3,['@lst1n3'],AlstInE,yes
funbraincom,f_nbr@1ncom,['f_nbr@1ncom'],fAnbrAIncom,no
sown,s0wn,['s0wn'],sOwn,yes
pickle,p1ckl3,['p1ckl3'],pIcklE,yes
fearless,fe@rless,['fe@rless'],feArless,yes
teedra,t33dr@,['t33dr@'],tEEdrA,yes
shrestha,shr3sth@,['shr3sth@'],shrEsthA,yes
dundrum,d_ndr_m,['d_ndr_m'],dAndrAm,no
nardone,n4rd0n3,['n4rd0n3'],nArdOnE,yes
radiometriccorrtable,r@d10m3tr1cc0rrt4bl3,[],,
reiserfs,r31s3rfs,['r31s3rfs'],rEIsErfs,yes
bccb,bccb,[],,
priuie,pri_i3,['pri_i3'],priAiE,no
leukocytes,l3_k0cyt3s,['l3_k0cyt3s'],lEAkOcytEs,no
nlib,nlib,[],,
colorblind,colorblind,[],,
ucop,_c0p,['_c0p'],cop,no
widgetopia,w1dg3t0p14,['w1dg3t0p14'],wIdgEtOpIA,yes
mikrobiologie,mikrob10l0g1e,['mikrob10l0g1e'],mikrobIOlOgIe,yes
aak,4@k,['4@k'],ask,no
iaca,1@c4,['1@c4'],IAcA,yes
vassilis,v@ss1l1s,['v@ss1l1s'],vAssIlIs,yes
dalai,d@l@i,['d@l@i'],dAlAi,yes
danese,d4n3s3,['d4n3s3'],dAnEsE,yes
wimpole,w1mp0l3,['w1mp0l3'],wImpOlE,yes
unsaturation,_ns4t_r4t1on,['_ns4t_r4t1on'],AnsAtArAtIon,no
rixey,r1x3y,['r1x3y'],roxy,no
polypodium,p0lyp0d1_m,['p0lyp0d1_m'],pOlypOdIAm,no
excellence,exc3ll3nc3,['exc3ll3nc3'],excEllEncE,yes
konings,k0n1ngs,['k0n1ngs'],kOnIngs,yes
folklore,f0lkl0r3,['f0lkl0r3'],fOlklOrE,yes
kajaani,k@j@an1,['k@j@an1'],kAjAanI,yes
demethylation,d3m3thyl4ti0n,['d3m3thyl4ti0n'],dEmEthylAtiOn,yes
intermedius,1nt3rm3d1_s,['1nt3rm3d1_s'],IntErmEdIAs,no
rumbling,r_mbl1ng,['r_mbl1ng'],rAmblIng,no
henrai,h3nr41,['h3nr41'],hEnrAI,yes
kadison,k4dis0n,['k4dis0n'],kAdisOn,yes
yasmine,y@sm1n3,['y@sm1n3'],yAsmInE,yes
finlay,finl4y,['finl4y'],finlEy,no
exfoliants,3xf0l1@nts,['3xf0l1@nts'],ExfOlIAnts,yes
nzmac,nzm@c,['nzm@c'],nzmAc,yes
slutthai,slutth@1,['slutth@1'],slutthAI,yes
viswanath,v1sw4n@th,['v1sw4n@th'],vIswAnAth,yes
philocrates,phil0cr4t3s,['phil0cr4t3s'],philOcrAtEs,yes
wis,w1s,['w1s'],wIs,yes
woodruff,w00druff,['w00druff'],wOOdruff,yes
mindterm,m1ndt3rm,['m1ndt3rm'],mIndtErm,yes
kanungo,kan_ngo,['kan_ngo'],kanAngo,no
ambin,@mb1n,['@mb1n'],AmbIn,yes
preus,pr3_s,['pr3_s'],press,no
prentice,pr3nt1c3,['pr3nt1c3'],prEntIcE,yes
fiorillo,f10r1ll0,['f10r1ll0'],fIOrIllO,yes
cahoots,c@hoots,['c@hoots'],cahoots,yes
ihnatko,1hn4tk0,['1hn4tk0'],IhnAtkO,yes
nutans,n_t@ns,['n_t@ns'],nAtAns,no
federn,f3d3rn,['f3d3rn'],fEdErn,yes
testes,t3st3s,['t3st3s'],tEstEs,yes
cabas,c4b4s,['c4b4s'],cUbEs,no
nagaur,n@g@ur,['n@g@ur'],nAgAur,yes
mpacuk,mp@c_k,['mp@c_k'],mpAcAk,no
voke,v0k3,['v0k3'],vIkI,no
levie,l3v13,['l3v13'],lEvIE,yes
saimaa,sa1m44,['sa1m44'],saImAA,yes
assiut,@ssi_t,['@ssi_t'],AssiSt,no
symplectic,sympl3ct1c,['sympl3ct1c'],symplEctIc,yes
exceptional,3xc3pti0nal,['3xc3pti0nal'],ExcEptiOnal,yes
bmcs,bmcs,[],,
kruse,kr_s3,['kr_s3'],kris,no
plodder,plodd3r,['plodd3r'],ploddEr,yes
persio,p3rs10,['p3rs10'],pErsIO,yes
pwcs,pwcs,[],,
modperl,m0dp3rl,['m0dp3rl'],mOdpErl,yes
newtownabbey,n3wt0wn4bb3y,['n3wt0wn4bb3y'],nEwtOwnAbbEy,yes
clegg,cl3gg,['cl3gg'],clang,no
blyton,blyton,[],,
waunakee,w@_n4kee,['w@_n4kee'],wAAnAkee,no
emulsifiable,3m_lsifi4bl3,['3m_lsifi4bl3'],EmAlsifiAblE,no
falkowski,falk0wsk1,['falk0wsk1'],falkOwskI,yes
readout,r34d0_t,['r34d0_t'],rEAdOAt,no
dihydroxyvitamin,d1hydr0xyvit4m1n,[],,
complicates,c0mpl1c@t3s,['c0mpl1c@t3s'],cOmplIcAtEs,yes
kads,k4ds,['k4ds'],kIds,no
forbear,f0rb3@r,['f0rb3@r'],fOrbEAr,yes
peron,p3r0n,['p3r0n'],porn,no
fsin,fs1n,['fs1n'],sin,no
sialia,s14l14,['s14l14'],sIAlIA,yes
communalism,c0mmunalism,['c0mmunalism'],cOmmunalism,yes
webcenter,w3bcent3r,['w3bcent3r'],wEbcentEr,yes
helnwein,helnwe1n,['helnwe1n'],helnweIn,yes
bluest,bl_3st,['bl_3st'],blast,no
backstrom,b@ckstrom,['b@ckstrom'],backstrom,yes
wickstein,w1ckst31n,['w1ckst31n'],wIckstEIn,yes
karem,k4r3m,['k4r3m'],kArEm,yes
powder,p0wd3r,['p0wd3r'],pOwdEr,yes
contractionary,c0ntract10nary,['c0ntract10nary'],cOntractIOnary,yes
causal,ca_sal,['ca_sal'],caUsal,yes
wage,w4g3,['w4g3'],wAgE,yes
pixelmill,p1x3lm1ll,['p1x3lm1ll'],pIxElmIll,yes
cisneros,c1sn3ros,['c1sn3ros'],cIsnEros,yes
somogy,somogy,[],,
loosers,l00s3rs,['l00s3rs'],lOOsErs,yes
wipf,w1pf,['w1pf'],wipe,no
rcj,rcj,[],,
jhg,jhg,[],,
sublimedirectorycom,s_bl1m3d1r3ct0ryc0m,[],,
tempstr,t3mpstr,['t3mpstr'],tEmpstr,yes
btfss,btfss,[],,
losmandy,losm4ndy,['losm4ndy'],losmAndy,yes
engenius,3ng3n1_s,['3ng3n1_s'],EngEnIAs,no
sneha,sn3h@,['sn3h@'],snEhA,yes
suspense,s_spense,['s_spense'],sUspense,yes
theismann,th3ism@nn,['th3ism@nn'],thEismAnn,yes
revolted,r3v0lt3d,['r3v0lt3d'],rEvOltEd,yes
venatici,v3n4t1c1,['v3n4t1c1'],vEnAtIcI,yes
rvsearch,rvs34rch,['rvs34rch'],rvsEArch,yes
medinfo,m3d1nf0,['m3d1nf0'],mEdInfO,yes
military,m1l1tary,['m1l1tary'],mIlItary,yes
flamming,fl4mm1ng,['fl4mm1ng'],flEmmIng,no
nutri,nutr1,['nutr1'],sutra,no
povich,p0v1ch,['p0v1ch'],pOvIch,yes
sociological,soci0l0gical,['soci0l0gical'],sociOlOgical,yes
resul,res_l,['res_l'],real,no
stonecroft,ston3croft,['ston3croft'],stonEcroft,yes
swihart,sw1hart,['sw1hart'],shart,no
klassicheskaja,klass1ch3sk@j4,['klass1ch3sk@j4'],klassIchEskAjA,yes
vironments,v1r0nm3nts,['v1r0nm3nts'],vIrOnmEnts,yes
tuff,t_ff,['t_ff'],tIff,no
zsuzsa,zs_zs@,['zs_zs@'],zsAzsA,no
markzware,m4rkzw@r3,['m4rkzw@r3'],mArkzwArE,yes
nteu,nt3_,['nt3_'],ntac,no
johnh,johnh,[],,
leverett,l3v3rett,['l3v3rett'],lEvErett,yes
krieghoff,kr13gh0ff,['kr13gh0ff'],krIEghOff,yes
daing,d@ing,['d@ing'],dOing,no
sterns,st3rns,['st3rns'],stern,no
bridgette,bridg3tt3,['bridg3tt3'],bridgEttE,yes
kflint,kfl1nt,['kfl1nt'],flint,no
matunga,m@tung@,['m@tung@'],mAtungA,yes
fripp,fr1pp,['fr1pp'],tripp,no
macshane,m4csh@n3,['m4csh@n3'],mAcshAnE,yes
movei,m0v31,['m0v31'],mOvEI,yes
cueball,c_3b@ll,['c_3b@ll'],cAEbAll,no
thienyl,th1enyl,['th1enyl'],phenyl,no
sadeh,s@deh,['s@deh'],seder,no
miniclips,miniclips,[],,
encarta,enc@rt@,['enc@rt@'],encArtA,yes
haddington,h@dd1ngt0n,['h@dd1ngt0n'],hAddIngtOn,yes
laryngectomy,l4ryng3ct0my,['l4ryng3ct0my'],lAryngEctOmy,yes
maynor,m@yn0r,['m@yn0r'],mAynOr,yes
ercolano,3rc0lan0,['3rc0lan0'],ErcOlanO,yes
klawitter,klaw1tt3r,['klaw1tt3r'],klawIttEr,yes
deferrals,deferr@ls,['deferr@ls'],referrals,no
maineiac,ma1n31ac,['ma1n31ac'],maInEIac,yes
jobtrack,jobtr@ck,['jobtr@ck'],jobtrAck,yes
burnaby,b_rn4by,['b_rn4by'],bArnAby,no
luray,lur@y,['lur@y'],lure,no
enhydra,3nhydr@,['3nhydr@'],EnhydrA,yes
divertente,d1vert3nt3,['d1vert3nt3'],dIvertEntE,yes
harte,h@rte,['h@rte'],hate,no
fitzhugh,f1tzh_gh,['f1tzh_gh'],fItzhAgh,no
discs,d1scs,['d1scs'],dIscs,yes
calories,c@l0r13s,['c@l0r13s'],cAlOrIEs,yes
imit,1m1t,['1m1t'],AmIt,no
excoriated,3xc0r1@t3d,['3xc0r1@t3d'],ExcOrIAtEd,yes
easyexpat,3@sy3xp@t,['3@sy3xp@t'],EAsyExpAt,yes
hefty,h3fty,['h3fty'],hEfty,yes
wriggling,wr1ggl1ng,['wr1ggl1ng'],wriggling,yes
gosl,g0sl,['g0sl'],goal,no
visonik,v1s0n1k,['v1s0n1k'],vIsOnIk,yes
avocational,av0c4t10n@l,['av0c4t10n@l'],avOcAtIOnAl,yes
trans,tr@ns,['tr@ns'],trAns,yes
butane,b_t@n3,['b_t@n3'],bAtAnE,no
inserito,1nser1t0,['1nser1t0'],InserItO,yes
frederic,frederic,[],,
lammers,lamm3rs,['lamm3rs'],hammers,no
albena,4lb3n4,['4lb3n4'],AlbEnA,yes
newandrefurbelectronics,new4ndref_rbelectr0n1cs,[],,
adrenalin,@dr3n4lin,['@dr3n4lin'],AdrEnAlin,yes
mehrauli,m3hr@_l1,['m3hr@_l1'],mEhrAAlI,no
secchi,s3cch1,['s3cch1'],sEcchI,yes
morenas,m0ren@s,['m0ren@s'],mOrenAs,yes
solum,s0l_m,['s0l_m'],sAlAm,no
morelaw,mor3law,['mor3law'],morElaw,yes
xb,xb,[],,
doxil,dox1l,['dox1l'],dowel,no
schimek,sch1m3k,['sch1m3k'],schImEk,yes
hibernian,hib3rnian,['hib3rnian'],hibErnian,yes
velshi,v3lsh1,['v3lsh1'],vElshI,yes
wwwhome,wwwh0m3,['wwwh0m3'],wwwhOmE,yes
corymbosa,c0rymb0s4,['c0rymb0s4'],cOrymbOsA,yes
enka,enk@,['enk@'],eke,no
jnethack,jn3thack,['jn3thack'],jnEthack,yes
saxonburg,s@x0nb_rg,['s@x0nb_rg'],sAxOnbArg,no
delusional,del_s1on@l,['del_s1on@l'],delAsIonAl,no
zokutou,zokutou,[],,
dattilo,datt1l0,['datt1l0'],dattIlO,yes
mortagage,mortagag3,['mortagag3'],mortgage,no
alm,alm,[],,
eyllow,eyll0w,['eyll0w'],yellow,no
pimalai,p1m4l41,['p1m4l41'],pImAlAI,yes
parsee,pars33,['pars33'],parsON,no
skijoring,sk1j0r1ng,['sk1j0r1ng'],skIjOrIng,yes
platform,pl4tform,['pl4tform'],plAtform,yes
joch,j0ch,['j0ch'],jock,no
ksysguardd,ksysgu@rdd,['ksysgu@rdd'],ksysguArdd,yes
zhonghua,zh0ngh_4,['zh0ngh_4'],zhOnghAA,no
spdr,spdr,[],,
storegate,st0reg4te,['st0reg4te'],stOregAte,yes
kallikreins,k@ll1kr31ns,['k@ll1kr31ns'],kAllIkrEIns,yes
boogol,bo0g0l,['bo0g0l'],boOgOl,yes
goski,g0sk1,['g0sk1'],gOskI,yes
pearu,p3@r_,['p3@r_'],pEArA,no
skydiving,skyd1v1ng,['skyd1v1ng'],skydIvIng,yes
dihydroxyacetone,d1hydroxy@c3ton3,[],,
synaptosomes,syn4pt0s0m3s,['syn4pt0s0m3s'],synAptOsOmEs,yes
maap,m4@p,['m4@p'],map,no
gfms,gfms,[],,
pacher,pach3r,['pach3r'],poacher,no
astola,@stol@,['@stol@'],stole,no
pcntr,pcntr,[],,
bennell,b3nn3ll,['b3nn3ll'],bEnnEll,yes
rndm,rndm,[],,
mcgavock,mcg4vock,['mcg4vock'],mcgAvock,yes
ignitable,1gn1t4bl3,['1gn1t4bl3'],IgnItAblE,yes
buhner,b_hner,['b_hner'],banner,no
nesco,n3sc0,['n3sc0'],nEscO,yes
pags,p4gs,['p4gs'],pEgs,no
regimentals,r3g1m3ntals,['r3g1m3ntals'],rEgImEntals,yes
pocketlinux,pock3tl1n_x,['pock3tl1n_x'],pockEtlInAx,no
razavi,razavi,[],,
barisal,b@r1s@l,['b@r1s@l'],bArIsAl,yes
urv,_rv,['_rv'],are,no
medrash,m3dr4sh,['m3dr4sh'],mEdrAsh,yes
sprol,sprol,[],,
manavgat,m@n4vgat,['m@n4vgat'],mAnAvgat,yes
vacil,v@c1l,['v@c1l'],vOcAl,no
groupes,gr0_p3s,['gr0_p3s'],grOApEs,no
volvo,v0lv0,['v0lv0'],vOlvO,yes
alterar,4lter4r,['4lter4r'],AlterAr,yes
chieti,ch13t1,['ch13t1'],chIEtI,yes
elprevious,elprev10_s,['elprev10_s'],elprevIOAs,no
ahronot,@hr0n0t,['@hr0n0t'],AhrOnOt,yes
papplion,p4ppl10n,['p4ppl10n'],pApplIOn,yes
bosshard,b0ssh@rd,['b0ssh@rd'],bOsshArd,yes
fpo,fp0,['fp0'],fo,no
pilarski,pil@rski,['pil@rski'],pilArski,yes
foong,foong,[],,
popwatch,p0pw@tch,['p0pw@tch'],pOpwAtch,yes
digitizing,digitizing,[],,
hstrul,hstr_l,['hstr_l'],astral,no
annotates,@nn0t@t3s,['@nn0t@t3s'],AnnOtAtEs,yes
kiarie,k1@r1e,['k1@r1e'],kIArIe,yes
cortisol,c0rt1s0l,['c0rt1s0l'],cOrtIsOl,yes
awg,4wg,['4wg'],awe,no
homeopathy,h0m30p4thy,['h0m30p4thy'],hOmEOpAthy,yes
treade,tr34d3,['tr34d3'],trEAdE,yes
imgrefurl,1mgref_rl,['1mgref_rl'],ImgrefArl,no
cleanersvacuum,cl34n3rsv@c__m,['cl34n3rsv@c__m'],clEAnErsvAcAAm,no
mzee,mzee,[],,
decison,d3cis0n,['d3cis0n'],dEcisOn,yes
hodapp,h0d@pp,['h0d@pp'],hOdApp,yes
eviction,ev1ct10n,['ev1ct10n'],evIctIOn,yes
ineedyoubad,1n33dyo_b@d,['1n33dyo_b@d'],InEEdyoAbAd,no
outrebounded,0_tr3b0_nd3d,['0_tr3b0_nd3d'],OAtrEbOAndEd,no
rosencrantz,r0s3ncr@ntz,['r0s3ncr@ntz'],rOsEncrAntz,yes
deism,d31sm,['d31sm'],dEIsm,yes
leith,l31th,['l31th'],lOAth,no
strandberg,str@ndb3rg,['str@ndb3rg'],strAndbErg,yes
trifles,tr1fl3s,['tr1fl3s'],trIflEs,yes
downforce,d0wnf0rc3,['d0wnf0rc3'],dOwnfOrcE,yes
digitaldivide,d1g1t@ld1vid3,['d1g1t@ld1vid3'],dIgItAldIvidE,yes
bzd,bzd,[],,
favoritter,f@v0r1tt3r,['f@v0r1tt3r'],fAvOrIttEr,yes
pali,p@l1,['p@l1'],pAlI,yes
sigmar,s1gm4r,['s1gm4r'],sIgmAr,yes
inefficiently,1n3ff1ci3ntly,['1n3ff1ci3ntly'],InEffIciEntly,yes
corega,c0r3g@,['c0r3g@'],cOrEgA,yes
corowa,c0r0w@,['c0r0w@'],cOrOwA,yes
moskow,m0sk0w,['m0sk0w'],mOskOw,yes
eija,31j@,['31j@'],EIjA,yes
smartdraw,sm4rtdr4w,['sm4rtdr4w'],smArtdrAw,yes
worthley,w0rthley,['w0rthley'],wOrthley,yes
voytek,v0yt3k,['v0yt3k'],vOytEk,yes
jiggles,j1ggl3s,['j1ggl3s'],juggles,no
personalise,p3rs0n@l1s3,['p3rs0n@l1s3'],pErsOnAlIsE,yes
participar,p@rt1c1p@r,['p@rt1c1p@r'],pArtIcIpAr,yes
wampler,wampl3r,['wampl3r'],sampler,no
ayler,ayl3r,['ayl3r'],tyler,no
studios,st_d10s,['st_d10s'],stAdIOs,no
fieldline,fi3ldlin3,['fi3ldlin3'],fiEldlinE,yes
jawbox,j@wb0x,['j@wb0x'],jAwbOx,yes
avhrr,@vhrr,['@vhrr'],Avhrr,yes
theotokos,th3ot0k0s,['th3ot0k0s'],thEotOkOs,yes
wwwpeoplepccom,wwwpe0plepcc0m,['wwwpe0plepcc0m'],wwwpeOplepccOm,yes
agn,4gn,['4gn'],an,no
ashford,@shford,['@shford'],Ashford,yes
efor,3for,['3for'],for,no
telia,t3li4,['t3li4'],tAliA,no
neuroprotection,n3_roprot3ction,['n3_roprot3ction'],nEAroprotEction,no
lipscomb,l1psc0mb,['l1psc0mb'],lIpscOmb,yes
sneed,sn33d,['sn33d'],snEEd,yes
monthes,m0nth3s,['m0nth3s'],months,no
ruapehu,r_@p3h_,['r_@p3h_'],rAApEhA,no
cacheing,c4ch31ng,['c4ch31ng'],cAchEIng,yes
phers,ph3rs,['ph3rs'],hers,no
perritt,p3rr1tt,['p3rr1tt'],pErrItt,yes
alleen,@ll33n,['@ll33n'],AllEEn,yes
prz,prz,[],,
celluloid,c3ll_l01d,['c3ll_l01d'],cEllAlOId,no
fontainebleau,f0nt41n3bl3@u,['f0nt41n3bl3@u'],fOntAInEblEAu,yes
nomad,n0m@d,['n0m@d'],nOmAd,yes
hockney,h0ckn3y,['h0ckn3y'],hAcknEy,no
glenns,gl3nns,['gl3nns'],glands,no
replicates,r3pl1c@t3s,['r3pl1c@t3s'],rEplIcAtEs,yes
freewater,fre3w@t3r,['fre3w@t3r'],freEwAtEr,yes
sesostris,s3s0str1s,['s3s0str1s'],sEsOstrIs,yes
csrs,csrs,[],,
concealable,c0nce@l4ble,['c0nce@l4ble'],cOnceAlAble,yes
dj,dj,[],,
vidalinux,v1d4l1n_x,['v1d4l1n_x'],vIdAlInAx,no
genepool,g3n3p00l,['g3n3p00l'],gEnEpOOl,yes
pnl,pnl,[],,
hangs,h4ngs,['h4ngs'],hAngs,yes
brnz,brnz,[],,
nslp,nslp,[],,
gorton,gorton,[],,
ncbs,ncbs,[],,
chirality,ch1r@l1ty,['ch1r@l1ty'],chIrAlIty,yes
jillian,j1ll1@n,['j1ll1@n'],jIllIAn,yes
bestbuypcs,b3stbuypcs,['b3stbuypcs'],bEstbuypcs,yes
wheaton,wh34t0n,['wh34t0n'],whEAtOn,yes
browers,br0w3rs,['br0w3rs'],brEwErs,no
lr,lr,[],,
struzan,struz@n,['struz@n'],struzAn,yes
infn,infn,[],,
berino,b3r1no,['b3r1no'],bruno,no
bittersweet,b1tt3rsw3et,['b1tt3rsw3et'],bIttErswEet,yes
exhibitions,3xhib1t10ns,['3xhib1t10ns'],ExhibItIOns,yes
poy,p0y,['p0y'],pAy,no
hildreth,h1ldr3th,['h1ldr3th'],hIldrEth,yes
eventure,ev3nt_r3,['ev3nt_r3'],evEntArE,no
schnapps,schn@pps,['schn@pps'],schnApps,yes
apq,@pq,['@pq'],ape,no
teenschlampe,t3enschl4mp3,['t3enschl4mp3'],tEenschlAmpE,yes
marrocco,marr0cc0,['marr0cc0'],marrOccO,yes
paleoclimatic,p4l3ocl1m4t1c,['p4l3ocl1m4t1c'],pAlEoclImAtIc,yes
trenholme,tr3nh0lm3,['tr3nh0lm3'],trEnhOlmE,yes
enormes,3norm3s,['3norm3s'],norms,no
lamps,l4mps,['l4mps'],lAmps,yes
memoryless,m3m0ryl3ss,['m3m0ryl3ss'],mEmOrylEss,yes
sklenarikova,skl3narik0va,['skl3narik0va'],sklEnarikOva,yes
dialing,d14l1ng,['d14l1ng'],dIAlIng,yes
bilbrough,b1lbr0_gh,['b1lbr0_gh'],bIlbrOAgh,no
melungeons,m3l_ng30ns,['m3l_ng30ns'],mElAngEOns,no
laminitis,laminitis,[],,
sync,sync,[],,
lincolnshi,l1nc0lnsh1,['l1nc0lnsh1'],lIncOlnshI,yes
photobooth,phot0b00th,['phot0b00th'],photObOOth,yes
storcase,st0rc4s3,['st0rc4s3'],stOrcAsE,yes
lowpass,lowp4ss,['lowp4ss'],lowpAss,yes
cfkm,cfkm,[],,
chelwood,ch3lw00d,['ch3lw00d'],chElwOOd,yes
biologico,b1olog1co,['b1olog1co'],bIologIco,yes
faxmaker,f@xm4k3r,['f@xm4k3r'],fAxmAkEr,yes
sirhan,s1rhan,['s1rhan'],syrian,no
reroll,r3roll,['r3roll'],enroll,no
kalachakra,k4l@chakr@,['k4l@chakr@'],kAlAchakrA,yes
accer,4cc3r,['4cc3r'],OccUr,no
whippers,wh1pp3rs,['wh1pp3rs'],whOppErs,no
nic,n1c,['n1c'],nIc,yes
hifu,hifu,[],,
upu,_p_,['_p_'],ApA,no
hinton,h1nton,['h1nton'],hilton,no
relavant,rel@v4nt,['rel@v4nt'],relEvAnt,no
mallard,mallard,[],,
lesslie,l3ssl13,['l3ssl13'],lEsslIE,yes
refinancemortgages,ref1n@ncem0rtg@ges,[],,
segregating,s3gr3g@t1ng,['s3gr3g@t1ng'],sEgrEgAtIng,yes
starliner,st4rl1n3r,['st4rl1n3r'],stArlInEr,yes
recompence,r3comp3nce,['r3comp3nce'],rEcompEnce,yes
elektrik,3l3ktr1k,['3l3ktr1k'],ElEktrIk,yes
bromsgrove,br0msgr0v3,['br0msgr0v3'],brOmsgrOvE,yes
goolb,g00lb,['g00lb'],gOOlb,yes
cheas,cheas,[],,
unhurt,unhurt,[],,
gyoo,gy00,['gy00'],gyNO,no
iubmb,1_bmb,['1_bmb'],IAbmb,no
chicagodyke,ch1c@g0dyk3,['ch1c@g0dyk3'],chIcAgOdykE,yes
dhcpdiscover,dhcpd1sc0ver,['dhcpd1sc0ver'],dhcpdIscOver,yes
elma,3lma,['3lma'],Alma,no
hgn,hgn,[],,
endoplasmic,3nd0pl@sm1c,['3nd0pl@sm1c'],EndOplAsmIc,yes
wwwtheknotcom,wwwth3kn0tc0m,['wwwth3kn0tc0m'],wwwthEknOtcOm,yes
alkohol,4lk0h0l,['4lk0h0l'],AlkOhOl,yes
suvs,suvs,[],,
sabin,s4b1n,['s4b1n'],sAbIn,yes
arnoldus,4rn0ld_s,['4rn0ld_s'],ArnOldAs,no
glorying,gl0ry1ng,['gl0ry1ng'],glOryIng,yes
aksoy,@ks0y,['@ks0y'],AksOy,yes
joadoor,joad00r,['joad00r'],joadOOr,yes
hoshino,h0sh1n0,['h0sh1n0'],hOshInO,yes
dharmendra,dh4rm3ndr@,['dh4rm3ndr@'],dhArmEndrA,yes
nlhe,nlhe,[],,
arxh,4rxh,['4rxh'],arch,no
mindestumsatz,mind3st_msatz,['mind3st_msatz'],mindEstAmsatz,no
stimuli,stim_li,['stim_li'],stimUli,yes
eprints,epr1nts,['epr1nts'],prints,no
liquidmatrix,liq_idm4trix,['liq_idm4trix'],liqAidmAtrix,no
fresenius,fr3s3n1us,['fr3s3n1us'],frEsEnIus,yes
crossville,cr0ssv1ll3,['cr0ssv1ll3'],crOssvIllE,yes
steinbock,st3inb0ck,['st3inb0ck'],stEinbOck,yes
vistapro,v1st@pro,['v1st@pro'],vIstApro,yes
yaffa,y4ff@,['y4ff@'],yAffA,yes
rehabilitates,reh@b1l1t@tes,['reh@b1l1t@tes'],rehAbIlItAtes,yes
rahim,r4h1m,['r4h1m'],rahm,no
affianced,4ff1@nc3d,['4ff1@nc3d'],AffIAncEd,yes
plantin,pl4ntin,['pl4ntin'],planting,no
skeets,sk33ts,['sk33ts'],skIRts,no
wearslutwifestoryslutwife,we@rslutw1fest0ryslutw1fe,[],,
mintmark,m1ntm4rk,['m1ntm4rk'],mIntmArk,yes
flajolet,flajol3t,['flajol3t'],flajolEt,yes
centerton,centert0n,['centert0n'],centertOn,yes
bermudez,b3rm_d3z,['b3rm_d3z'],bErmAdEz,no
urtext,_rt3xt,['_rt3xt'],ArtExt,no
compt,c0mpt,['c0mpt'],comet,no
exchangeability,exch4nge@b1l1ty,['exch4nge@b1l1ty'],exchAngeAbIlIty,yes
quatre,qu4tr3,['qu4tr3'],quAtrE,yes
jinshan,j1nsh4n,['j1nsh4n'],jInshAn,yes
manix,man1x,['man1x'],manic,no
signity,s1gn1ty,['s1gn1ty'],sIgnIty,yes
bagnolet,b@gn0l3t,['b@gn0l3t'],bAgnOlEt,yes
viisage,v11sag3,['v11sag3'],vIIsagE,yes
moddin,m0dd1n,['m0dd1n'],mAddEn,no
galluzzo,g4ll_zz0,['g4ll_zz0'],gAllAzzO,no
merah,m3r4h,['m3r4h'],marsh,no
saddler,s@ddl3r,['s@ddl3r'],sAddlEr,yes
dter,dt3r,['dt3r'],deer,no
jokul,j0k_l,['j0k_l'],jOkAl,no
demars,d3mars,['d3mars'],dinars,no
hawthornesuites,h4wth0rn3su1t3s,['h4wth0rn3su1t3s'],hAwthOrnEsuItEs,yes
cswe,csw3,['csw3'],cows,no
pilla,p1ll4,['p1ll4'],pills,no
scatmachine,scatmach1n3,['scatmach1n3'],scatmachInE,yes
spiritual,sp1r1t_4l,['sp1r1t_4l'],spIrItAAl,no
cashew,c@sh3w,['c@sh3w'],cAshEw,yes
granulocytes,gr@n_l0cytes,['gr@n_l0cytes'],grAnAlOcytes,no
wedderburn,w3dd3rb_rn,['w3dd3rb_rn'],wEddErbArn,no
wwwrealitor,wwwr34l1t0r,['wwwr34l1t0r'],wwwrEAlItOr,yes
lm,lm,[],,
obviosly,0bv10sly,['0bv10sly'],ObvIOsly,yes
genefinder,g3n3f1nder,['g3n3f1nder'],gEnEfInder,yes
acier,ac13r,['ac13r'],acTOr,no
skipp,skipp,[],,
resistances,r3s1st@nc3s,['r3s1st@nc3s'],rEsIstAncEs,yes
pbars,pb@rs,['pb@rs'],bars,no
houseboy,h0_seb0y,['h0_seb0y'],hOAsebOy,no
wynot,wyn0t,['wyn0t'],wyatt,no
umar,_m@r,['_m@r'],AmAr,no
xpf,xpf,[],,
bomford,b0mf0rd,['b0mf0rd'],bOmfOrd,yes
posies,posi3s,['posi3s'],posiEs,yes
hasc,h@sc,['h@sc'],has,no
schuettler,sch_3ttl3r,['sch_3ttl3r'],schAEttlEr,no
gpe,gp3,['gp3'],gpA,no
ibekwe,1b3kw3,['1b3kw3'],IbEkwE,yes
matisse,m4t1ss3,['m4t1ss3'],mAtIssE,yes
evangelicalism,ev@ngelic4lism,['ev@ngelic4lism'],evAngelicAlism,yes
supershuttle,s_p3rsh_ttl3,['s_p3rsh_ttl3'],sApErshAttlE,no
lineatus,l1n3@t_s,['l1n3@t_s'],lInEAtAs,no
binfmt,b1nfmt,['b1nfmt'],bInfmt,yes
involvment,1nv0lvm3nt,['1nv0lvm3nt'],InvOlvmEnt,yes
